gpr_daily_id,gpr_date,article_count_n10d,gpr_daily_index,gpr_daily_acts_index,gpr_daily_threat_index,gpr_ma30,gpr_ma7,annotated_event
22,1985-01-22,320,51.7588691711426,61.9194641113281,34.4312973022461,113.034301757813,84.5481262207031,
23,1985-01-23,398,124.845512390137,82.9741516113281,138.417282104492,113.547836303711,87.1932983398438,
24,1985-01-24,396,83.6506958007813,50.0359306335449,97.3814468383789,112.302124023438,91.3307342529297,
25,1985-01-25,472,70.1815185546875,13.9930982589722,105.044631958008,110.617294311523,85.4690551757813,
26,1985-01-26,306,54.1269264221191,43.1682510375977,72.0131759643555,108.44458770752,85.8303833007813,
27,1985-01-27,416,63.7032279968262,47.6303558349609,66.2140350341797,106.787506103516,83.8106994628906,
28,1985-01-28,359,101.499290466309,36.795223236084,138.108825683594,106.598640441895,78.5380096435547,
29,1985-01-29,345,76.8131637573242,114.865081787109,47.904411315918,105.571556091309,82.1171875,
30,1985-01-30,410,16.1588668823242,0.0,26.8732070922852,102.591133117676,66.5905303955078,
31,1985-01-31,416,111.480651855469,111.137504577637,119.185264587402,98.6391677856445,70.5662384033203,
32,1985-02-01,435,106.611373901367,106.283210754395,88.6506958007813,98.3369827270508,75.7705001831055,
33,1985-02-02,333,119.371810913086,99.1703109741211,132.348541259766,99.0684280395508,85.0912017822266,
34,1985-02-03,443,112.163696289063,104.363883972168,124.356826782227,97.5616607666016,92.0141220092773,
35,1985-02-04,371,80.3587875366211,89.0127029418945,89.0944595336914,97.5282440185547,88.9940490722656,
36,1985-02-05,322,174.887115478516,123.06974029541,239.522079467773,97.7811050415039,103.004615783691,
37,1985-02-06,400,124.221290588379,49.5355682373047,165.270217895508,98.4113845825195,118.442100524902,
38,1985-02-07,430,130.961990356445,76.7993316650391,153.73974609375,99.8633575439453,121.225151062012,
39,1985-02-08,448,147.88249206543,103.199104309082,172.156494140625,100.74600982666,127.121025085449,
40,1985-02-09,321,123.83430480957,144.028656005859,120.134117126465,100.186218261719,127.758522033691,
41,1985-02-10,445,133.991500854492,89.0527114868164,185.696884155273,101.490829467773,130.87678527832,
42,1985-02-11,357,139.183517456055,111.004081726074,154.313934326172,102.945121765137,139.280319213867,
43,1985-02-12,366,153.862442016602,126.320213317871,150.519332885742,105.01439666748,136.276794433594,
44,1985-02-13,423,109.635818481445,140.526428222656,78.1419525146484,101.614387512207,134.193145751953,
45,1985-02-14,413,80.2074508666992,63.9684524536133,80.0340118408203,101.049011230469,126.942504882813,
46,1985-02-15,434,83.9590835571289,60.8732032775879,88.8549575805664,100.303337097168,117.810585021973,
47,1985-02-16,315,63.0965309143066,62.9023132324219,52.466739654541,100.583602905273,109.133766174316,
48,1985-02-17,388,68.3003616333008,51.0675964355469,70.9923629760742,99.1531677246094,99.7493133544922,
49,1985-02-18,283,128.757049560547,163.368194580078,77.8658294677734,101.725151062012,98.2598190307617,
50,1985-02-19,364,100.10506439209,72.57958984375,136.211730957031,102.46728515625,90.580192565918,
51,1985-02-20,359,64.5904541015625,36.795223236084,92.0725555419922,100.006698608398,84.1451416015625,
52,1985-02-21,387,85.596061706543,102.399108886719,56.9406471252441,101.134605407715,84.9149475097656,
53,1985-02-22,441,157.741317749023,104.837188720703,174.889144897461,102.23112487793,95.4552612304688,
54,1985-02-23,314,200.442001342773,126.205276489258,228.079940795898,106.124168395996,115.076042175293,
55,1985-02-24,434,91.5917358398438,76.0915069580078,114.242095947266,106.837844848633,118.403381347656,
56,1985-02-25,397,100.127990722656,99.8197860717773,97.1361541748047,108.371215820313,114.313514709473,
57,1985-02-26,344,125.184242248535,115.199005126953,112.101898193359,110.420585632324,117.896255493164,
58,1985-02-27,439,120.731399536133,75.2248611450195,150.587905883789,111.061653137207,125.916389465332,
59,1985-02-28,412,144.723831176758,144.278366088867,133.713775634766,113.325340270996,134.363220214844,
60,1985-03-01,452,146.573791503906,131.510360717773,134.068771362305,117.672508239746,132.767852783203,
61,1985-03-02,288,149.525619506836,68.7994003295898,191.28498840332,118.940673828125,125.494087219238,
62,1985-03-03,426,77.7598114013672,15.5040912628174,116.387481689453,117.978950500488,123.518096923828,
63,1985-03-04,401,82.6076736450195,115.29475402832,68.6908645629883,116.753479003906,121.015197753906,
64,1985-03-05,386,137.308502197266,102.664390563965,171.26448059082,117.591644287109,122.747230529785,
65,1985-03-06,407,179.057723999023,178.506561279297,148.892105102539,120.881607055664,131.079559326172,
66,1985-03-07,425,132.502700805664,108.783996582031,129.623718261719,119.468788146973,129.333694458008,
67,1985-03-08,433,91.8032608032227,106.774124145508,63.6144065856934,118.388191223145,121.509330749512,
68,1985-03-09,294,90.1378936767578,67.3953323364258,112.428726196289,117.027389526367,113.025367736816,
69,1985-03-10,444,119.371810913086,104.12882232666,124.07674407959,116.077033996582,118.969940185547,
70,1985-03-11,383,129.73503112793,155.202835083008,115.070655822754,116.273719787598,125.702415466309,
71,1985-03-12,384,232.914916992188,343.997009277344,143.463729858398,119.571166992188,139.360473632813,
72,1985-03-13,434,183.183471679688,228.274505615234,177.709915161133,121.03783416748,139.94987487793,
73,1985-03-14,448,177.458984375,221.140930175781,122.968925476074,121.82438659668,146.372192382813,
74,1985-03-15,431,138.343902587891,76.6211471557617,191.728805541992,122.781318664551,153.020858764648,
75,1985-03-16,306,194.856918334961,107.920639038086,252.046112060547,126.602973937988,167.980712890625,
76,1985-03-17,466,42.6510848999023,28.3465347290039,47.2876205444336,125.226036071777,157.020614624023,
77,1985-03-18,373,124.332290649414,123.949584960938,132.92512512207,127.267227172852,156.248794555664,
78,1985-03-19,381,139.110458374023,138.682250976563,144.593368530273,129.627563476563,142.848159790039,
79,1985-03-20,462,136.231140136719,128.663818359375,143.091110229492,129.876708984375,136.140686035156,
